Cast Vote Record,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2
6161,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6163,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6166,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
6168,"Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce","DEM Golden, Jared F."
6170,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
6174,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6176,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6179,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
6180,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
6182,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6185,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6187,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
6191,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6193,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
6195,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6196,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6197,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6199,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
6203,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6204,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6206,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6207,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
6212,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6214,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6215,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6216,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6217,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6220,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6221,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6222,"Bond, Tiffany L.",undervote,undervote,undervote
6225,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
6226,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
6231,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6232,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6233,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6234,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6236,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6237,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6238,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
6240,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6245,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote
6246,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6247,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6248,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6251,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6254,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
6256,"Hoar, William R.S.",undervote,undervote,undervote
6257,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
6263,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6264,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6265,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6268,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6270,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6271,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Hoar, William R.S.","Bond, Tiffany L."
6272,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6274,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6276,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6278,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6279,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6280,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6281,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6285,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6286,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6287,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6289,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S."
6290,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6293,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6295,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6297,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6298,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L."
6299,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote
6301,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6302,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6303,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6304,"Bond, Tiffany L.",undervote,undervote,undervote
6309,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6310,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6313,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
6315,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6316,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6318,"Hoar, William R.S.","Bond, Tiffany L.",undervote,"DEM Golden, Jared F."
6319,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6320,"Bond, Tiffany L.","Bond, Tiffany L.","Bond, Tiffany L.",undervote
6322,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce"
6323,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
6324,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
6325,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.",undervote
6326,"Bond, Tiffany L.",undervote,undervote,undervote
6327,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6328,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
6329,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6330,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6331,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6333,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6334,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6337,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6338,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote
6340,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
6342,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6347,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L."
6349,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6350,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6351,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6352,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6356,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6357,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6358,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6360,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6361,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,overvote
6362,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6363,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6364,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6365,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6367,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6368,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S."
6369,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
6370,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
6371,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6373,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6375,"DEM Golden, Jared F. (5471)",undervote,"DEM Golden, Jared F.",undervote
6376,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6379,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6385,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6387,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6388,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6394,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
6395,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
6397,"REP Poliquin, Bruce (5931)",undervote,undervote,"DEM Golden, Jared F."
6398,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6399,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6400,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6402,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6405,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6409,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
6410,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6412,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6415,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6416,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
6417,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6418,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6419,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6420,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6422,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6433,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6436,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6437,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
6441,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6446,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6451,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6453,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6458,undervote,undervote,undervote,undervote
6460,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6463,"Bond, Tiffany L.",undervote,undervote,undervote
6464,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6465,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6466,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6467,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6469,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
6470,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
6474,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6477,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6479,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce"
6480,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6482,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6485,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6486,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6487,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
6488,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6489,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
6490,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6492,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6498,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
6499,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6500,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6504,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
6506,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6509,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6513,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
6515,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6517,"Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce","Hoar, William R.S."
6518,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6519,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6520,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
6522,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
6526,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6527,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6531,"Hoar, William R.S.",undervote,undervote,undervote
6535,undervote,undervote,undervote,undervote
6536,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6537,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6538,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6541,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6545,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6546,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
6547,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6548,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6551,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6552,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L."
6553,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote
6554,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.",undervote
6555,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
6557,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6559,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
6560,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
6563,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
6565,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6570,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6571,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6573,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
6574,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.",undervote
6575,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,"Bond, Tiffany L."
6577,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6579,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce"
6581,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6582,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6585,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6586,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6587,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
6588,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
6591,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6594,"Hoar, William R.S.","REP Poliquin, Bruce",undervote,undervote
6596,"Bond, Tiffany L.",undervote,undervote,undervote
6597,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
6598,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6600,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6604,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
6605,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6606,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
6607,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6608,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6612,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6619,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6620,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6626,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6628,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6630,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6634,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6636,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
6637,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6639,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6640,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6642,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6643,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6644,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
6645,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
6646,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
6648,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6649,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6653,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6655,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
6656,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
6657,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
